name,founded_year,country_code,state_code,zip_code,city,address1,address2,raised_amount
Kaiam,2009,USA,CA,94560,Newark,39655 Eureka Dr.,,7895000.0
Kaigan,2003,SWE,,SE-113 44,Stockholm,Tre Liljor 6,,0
Kaiima,,ISR,,15241,,10 Harimonim St. ,P.O.Box 508 Kfar Tavor,18000000.0
Kailight Photonics,2000,ISR,,76124,Rehovot,2B Bergman Street,Rabin Science Industrial Park,4500000.0
Kairee Systems Pvt. Ltd.,2005,IND,,411016,Pune,"503, Sanskruti Mantra, 2056, Sadashiv Peth,","Vijay Nagar Colony, Off Tilak Road, Behind Hotel Girija,",0
Kaiser Permanente,1945,USA,CA,94612,Oakland,1 Kaiser Plaza,19th floor,0
Kaizen Communications,,USA,FL,32224,Jacksonville,4312 Pablo Professional Court,,0
Kaizen Interactive,2009,ARG,,C1426APD,Capital Federal,Cramer 1718,,0
kajeet,,USA,MD,20824-0804,Bethesda,,,47850000.0
KAL,1989,GBR,,EH7 5RA,Edinburgh,John Cotton Building,Sunnyside,0
Kala Pharmaceuticals,2009,USA,MA,02108,Boston,Mintz Levin Cohn Ferris Glovsky & Popeo One Financial Center,,5000000.0
Kale Host,2005,TUR,,06040,Ankara,PK 1000 Ulus,,0
Kalengo ,2008,USA,CA,94114,San Francisco,,,0
Kalerion,,USA,CA,94085,Sunnyvale,440 N. Wolfe Road MS-162,,0
Kalexo,2006,USA,CA,94010,Burlingame,"533 Airport Blvd, Suite 400",,0
Kalibera,2008,NOR,,,Oslo,,,0
Kalidex Pharmaceuticals,,USA,CA,94025,Menlo Park,70 Willow Road,Suite 200,0
Kalido,1997,USA,MA,01803,Burlington,1 Wall Street,,28600000.0
Kalinda Software,1989,USA,CA,94608,Emeryville,1195 Park Avenue,#206,0
Kalistick,2007,FRA,,69100,Villeurbanne,"13, avenue Albert Einstein",,1300000.0
KallOut,2006,USA,CA,93940,Monterey,"9600 Blue Larkspur Lane, Suite 201",,0
KaloBios Pharmaceuticals,2001,USA,CA,94080 ,South San Francisco,260 East Grand Avenue,,12000000.0
Kalon Semiconductor,2005,USA,CA,92128,San Diego,12230 World Trade Drive,Suite 250,10900000.0
Kalpana,,USA,CA,95134,San Jose,170 West Tasman Drive,,0
KalPoint,2000,PAK,,,Karachi,"15C, Khayaban-e-Rahat,","Rahat Commercial Karachi,Phase VI, ",0
Kaltura,2006,USA,NY,10003,New York,"41 East 11th Street, 11th Floor",,44100000.0
Kalydo,2007,NLD,,5611 KM,Eindhoven,Paradijslaan 5,,0
Kalypto Medical,2006,USA,MN,55120,Mendota Heights,1250 Northland Drive,Suite 110,8375000.0
Kama Games,2010,RUS,,,Vladivostok,Svetlanskaya 189,,0
Kamera,,SWE,,,Stockholm, Drottninggatan 92-94, SE-111 36,0
Kaminario,2008,USA,MA,02466,Newton,275 Grove Street,Suite 2-400,15000000.0
KamKaaj.in,,IND,,,Ahmedabad,,,0
Kampyle,2007,ISR,,,Ramat Gan,7 Abba Hillel St.,,1000000.0
Kanary Watches,2008,ARE,,,Abu dhabi,,,0
KanataIT Consulting,2008,CAN,,,Kanata,96 Manning Court,,0
Kane Biotech,2001,CAN,,R3T 6C6,"Winnipeg, MB", 5-1250 Waverley Street ,,0
KANE PropEx,,IND,,,,,,0
Kaneva,2004,USA,GA,30328,Atlanta,5901-C Peachtree Dunwoody Road,,0
Kangalope,2008,USA,NJ,07828,Budd Lake,P.O Box 37,,0
KangaReview,2008,GBR,,PE28 3RD,Earith,Briar Lodge,Colne Raod,0
KangarooBox,2006,USA,KY,40258,Louisville,6801 Dixie Hwy.,Suite 220,0
Kangatel,2010,GBR,,N1,London,,,0
KangChern Environmental Science & Technology,,CHN,,,"MinHang, Shanghai","Rm 102, Building 7",NO.555 DongChuan Rd. (Zizhu Science Park) ,0
KangoGift,2009,USA,MA,02138,Cambridge,3 Concord Avenue,Suite 25,0
Kanguru Solutions,1992,USA,MA,02054,Millis,1360 Main Street,,0
kannuu,,USA,TX,75038,Irving,5605 N. MacArthur Blvd,Suite 1118,0
Kantabiz,2008,AUS,,2000,Sydney,,,0
Kantar ,,USA,NY,10010,New York,11 Madison Avenue,,0
Kantega,2003,NOR,,,,Kirkegata 5,N-0153 Oslo,0
Kanteron Systems,2005,ESP,,46002,Valencia,Dr. Romagosa 1-S,,0
Kanton Services,,VGB,,,Road Town Tortola,Akara Building 24 De Castro Street,Wickams Cay 1,0
Kantrak,,USA,WA,98109,Seattle,769 Hayes Street ,,0
Kaos Solutions,2007,GBR,,,Sheffield,Fraser Road,,199000.0
Kapish,2007,AUS,,3008,Docklands,Suite 207a,757 Bourke St,0
Kapitall,2008,USA,NY,10013,New York,247 Centre Street,Suite 6FL,7300000.0
Kaplan,1938,USA,NY,10106,New York,888 7th Avenue,,0
Kaplan Index,2008,USA,CA,,San Francisco,,,0
Kapost,2010,USA,CO,,Boulder,,,1100000.0
Kapow Technologies,1998,USA,CA,94306,Palo Alto,260 Sheridan Avenue Suite 420,,13100000.0
Kappa Prime,2008,GBR,,sw7 2az,London,Imperial College,South Kensington Campus,0
Kappa Trade,2010,USA,NV,89119,Las Vegas,,,0
KappaStone Technology,2007,USA,OH,43212,Columbus,2109 West Fifth Avenue,Suite F,0
Kapsica Media,2011,IND,,411045,Pune,Baner Road,,0
Kapston,2005,USA,MD,21108,Millersville, 588 Allen Road,,0
kapturem,2010,USA,NJ,,,,,1000.0
Kardia Health Systems,2006,USA,MN,55416,Golden Valley,5500 Wayzata Blvd.,Suite 215,18400000.0
Kareo,2004,USA,CA,92617,Irvine,111 Academy Drive,Suite 250,9500000.0
Karma Kerala,2005,IND,,682019,Cochin,"31/ 989 J, Second Floor","Kanakkanatt Estate, Subash Chandra Bose Road",0
"Karmaback, Inc.",2009,USA,TX,78759,Austin,3925 W. Braker Ln,,0
Karmakerala,2005,GBR,,PH10 7BS,Scotland,"Ericht Lodge,Ashgrove Road, Rattray,","Blairgowrie, Perthshire",0
Karmarama,,GBR,,W14 0RN,London,31 Vernon Street,,0
Karmasphere,2005,USA,CA,95014,Cupertino,19200 Stevens Creek Boulevard,Suite 130,5000000.0
Karmerd,2008,USA,CA,95008,Campbell ,350 Budd Ave #E18,,0
Karniyarik,,TUR,,,Ankara,"KOSGEB No:302, Technopolis",Middle East Technical University,0
Karo Internet,2007,DEU,,50859,Cologne,K?lner str 89,,0
Karolinska,,SWE,,S-171 77,Stockholm,"Fogdevreten 2, Solna",,0
karROX College of Technology & Management,1999,IND,,400086,Mumbai,"1st Floor Saurabh Building, Modi Industrial Estate Opp ChiragNagar Police Station L B S Marg ,Ghatkopar(West) Mumbai-400086","karROX Technologies Ltd. 2nd Flr, Above Alfa Hotel, Opp.Merwans Cake Shop,S.V.Road.Andheri -W ,Mumbai - 400 058",0
Kartaca,2009,TUR,,34381,Istanbul,Beytem Plaza B?y?kdere Caddesi No:22 Kat:4,?i?li,0
KartMe,,USA,NY,,New York,,,185000.0
Kartonske-Kutije.RS,2008,CSS,,11000,Beograd,Obalskih Radnika 25,,0
Karyon-CTT,2001,FIN,,00790,Helsinki,Viikinkaari 6,,0
Kasai Laboratory,2007,JPN,,182 8585,Tokyo,"1-5-1, Chofugaoka, Chofushi",,0
Kasama Media,2008,USA,CA,90034,Los Angeles,3325 Bagley Ave. #201,,0
Kasan Ventures,2008,USA,CA,92037,La Jolla,7825 Fay Ave #200,,0
Kasenna,,USA,CA,94089,Sunnyvale,1196 Borregas Avenue,Suite 100,11000000.0
Kaseya,2000,GBR,,JE2 4UH,St. Helier,"Channel House, 4th Floor (South)",Green Street,0
KashFlow,2006,GBR,,SE1 2TU,London,136 Tooley St,Magdalen House,0
KashFlow Software,2006,GBR,,SE1 2TU,London,136 Tooley St,,0
Kashless,2008,USA,WA,98119,Seattle,106 West Roy St.,,5000000.0
Kashoo,2008,CAN,,V6B 1S5,Vancouver,423 ? 119 W Pender St,,0
Kashya,2000,USA,CA,95110,San Jose,226 Airport Parkway,Suite 630,0
Kasidie.com,2008,USA,NV,,Las Vegas,,,600000.0
Kaskado,2008,SWE,,,Karlsrkona,,,0
Katalyst Media,2000,USA,CA,90028,Los Angeles,6430 W Sunset Blvd,,10000000.0
KATIL KAZAN,2008,TUR,,16100,Bursa,Uluda? 1. Geli?im Oteller B?lgesi Karkay Otel,Osmangazi Bursa Turkey,0
KATILKAZAN,2008,TUR,,16100,Bursa,Uluda? 1. Geli?im Oteller B?lgesi Karkay Otel,Osmangazi Bursa Turkey,0
Katun Corporation,,USA,MN,55438,Minneapolis,10951 Bush Lake Road,,0
Kauai Experience,,USA,HI,96714,Hanalei,,,0
kaufDA,2008,DEU,,10119,Berlin,Schoenhauser Tor,Torstrasse 49,0
Kavam.com,,USA,,,,,,4750000.0
Kavi Corporation,1997,USA,OR,97214,Portland,225 SE Main Street,,0
Kaviza,,USA,CA,94085,Sunnyvale,"1250 Oakmead Parkway, Suite 210",,0
Kawet,2010,FRA,,,Paris,,,0
KAYAC,1998,JPN,,248-0006,Kamakura,Kamakura Syunjyu Square 2F,Komachi 2-14-7,0
KAYAK,2004,USA,CT,06854,Norwalk,55 N. Water Street,Suite 1,223000000.0
Kayako,2001,USA,ID,83706,Boise,"Suite 110, 917 Lusk",,0
Kayentis,2004,FRA,,91193,Gif sur Yvette,4 route de la Noue,,8580000.0
KAYWEB,2004,USA,NY,10019,New York,1330 Avenue of the Americas,23rd Floor,0
KAYWEB Angels,2011,USA,NY,10019,New York,1330 Avenue of the Americas,Floor 23,0
KAYXO,2003,DNK,,,Hoersholm,"Hovedgaden 6, DK-2970",,0
Kaz,1926,USA,MA,01772,Southborough,250 Turnpike Road ,,260000000.0
KAZ Group,1988,AUS,,NSW 2000,Sydney,"Level 8, 320 Pitt Street",,0
Kazak Media,2006,USA,CA,94952,Petaluma,,,0
Kazeon,2003,USA,CA,94303,Mountain View,1161 San Antonio Road,,41000000.0
Kazle.com,2009,GBR,,S14BN,Sheffield,56 Howard Street,,0
Kazowie,2007,USA,CA,94107,San Francisco,330 Townsend Street,Suite 220,0
Kazzong,2007,DEU,,81243,Munich,Paosostr. 7,,0
KB Labs,,USA,,,,,,15000.0
KBJ Capital,,USA,PA,18701,Wilkes Barre,14 East Northampton Street,Unit 210,1000000.0
KBM Group,1997,USA,TX,75082-4322,Richardson,2050 N. Greenville Avenue ,,0
KBS America,2004,USA,CA,90005,Los Angeles,625 South Kingsley Dr.,,0
kbs+p Ventures,,USA,NY,10013,New York,160 Varick Street,4th Floor,0
KBSD,2010,CHE,,1203,Gen?ve,"57, avenue Wendt",,0
KCAS,,USA,KS,66216,Shawnee,12400 Shawnee Mission Parkway,,0
KCD Tech,2009,USA,IL,60543,Oswego,108 Willowwood Dr N,,0
kCentric Technologies,2001,CAN,,H7L 3W3,Laval,"1605 Laval Highway West, suite 203",,0
KCI Medical,,SWE,,431 33,M?lndal,M?belgatan 4,,0
KCM Holdings,,USA,TX,75034,Frisco,5729 Lebanon Road,Suite 144-128,0
kCura,2001,USA,IL,60604,Chicago,175 West Jackson Blvd.,Suite 1000,0
KDDI,2000,JPN,,102-8460,Tokyo,"Garden Air Tower, 10-10","Iidabashi 3-chome, Chiyoda-ku",0
KDDI Web Communications,1987,JPN,,102-0083,Tokyo,"Sumitomo Fudousan Kojimachi Building No. 3, 3-6 Kojimachi",Chiyoda-ku,0
Kdice,,CAN,,,,,,0
ke Solutions,2004,USA,FL,33327,Weston,2130 Madeira Drive,,0
Keahole Solar Power,2007,USA,HI,,Honolulu,,,27000000.0
Kealia,2002,USA,AR,94304,Palo Alto,3475 Deer Creek Road,Suite A,0
Kear IT,2008,USA,MD,21227 ,Baltimore,1510-H Caton Center Drive,,0
Keas,,USA,CA,94105,San Francisco,"585 Howard St, 2 Fl",,10000000.0
Keboko,2010,GBR,,GL7 6JJ,Cirencester,"Unit 9, Cirencester Office Park",Tetbury Road,0
Keboola,2007,CZE,,186 00,Prague ,Keboola s.r.o.,Krizikova 488/115,0
KeChange,2009,USA,MA,,Boston,,,0
Kedin,2008,ESP,,28015,Madrid,"Gran V?a 46, 15A",,0
Kee Square,,ITA,,20131,Milano,"via Donatello, 11",,2520000.0
Keegan & Coppin Company,1976,USA,CA,95401 ,Santa Rosa,1355 North Dutton Avenue ,,0
Keegy ,2007,ARG,,1144,Buenos Aires,Diaz Velez 4150. ,Vicente Lo?pez,450000.0
Keen Guides,,USA,VA,22201,Arlington,3300 Fairfax Drive,Suite 208,0
Keen Software House,2007,GBR,,EC1V 4PY,London,145-157 St John Street,,0
Keen Systems,2008,USA,CA,94402,San Mateo,1611 Borel Pl,Suite 8,450000.0
KeenEye Cameras,1997,CAN,,T6E2H8,Edmonton,10709 84 ave,,0
Keengardener Ltd,2002,GBR,,B49 6HW,Alcester,19 Arden Centre,Arden Road,0
Keenko,,RUS,,,Moscow,,,0
keenkong,2008,CAN,,,Montreal,645 Wellington,,0
Keenpath,2008,USA,MT,59401,Great Falls,21 Second Street South,,0
KeenScreen,2006,USA,WA,98122,Seattle,1713 Belmont Ave,,0
KeepAnEye.tv,2008,FRA,,75116,Paris,10 rue pergol?se,,0
Keepeek,2008,FRA,,75020,PARIS,13 av Gambetta,,0
KeepIdeas,,USA,NY,,New York,,,185000.0
Keeping Me Posted,2008,USA,TX,77433,Cypress,18062 FM 529 #229,,0
Keepio,2010,USA,KY,40206,Louisville,1205 E.Washington St.,Suite 111,0
KeepRecipes,,USA,NY,,New York,,,0
Keepsy,,USA,CA,94025,Menlo Park,648 Menlo Ave,,0
Keesing Reference Systems,,NLD,,,,Hogehilweg 17 ,1101 CB AMSTERDAM ,0
Keevil and Keevil,1800,GBR,,EC1A 9LH,London,218 Central Markets,,0
Kefta,2000,USA,CA,94108,San Francisco,One Kearny Street,9th Floor,0
Kehalim,,ISR,,,Ra'anana,,,0
Kehe Food Distributors,,USA,IL,60446,Romeoville,900 N. Schmidt Rd.,,0
Kehl Design Agency,2009,KEN,,00625,Nairobi,23514,,0
Keibi Technologies,2006,USA,CA,94105,San Francisco,685 Market Street,Suite 300,5000000.0
Keima,2006,GBR,,CF244AY,Cardiff,CBTC,Senghennydd Road,0
Keisense,,GBR,,CT 06106,Hartford,151 New Park Ave,,500000.0
Keith The Computer Guy,,USA,IL,60652,Chicago,2511 W 79th St,,0
Keithley Instruments,,USA,OH,44139,Cleveland,28775 Aurora Road,,0
Keizai Society,1990,USA,CA,95054 ,Santa Clara,3964 Rivermark Plaza,Suite 216,0
Kekanto,2010,BRA,,,Sao Paulo,,,60000.0
Kekolabs,2007,USA,NJ,08904,Highland PArk,261 Karsey st.,Apt 2,0
KeKu,2006,USA,NY,10019,New York,1350 Avenue of the Americas,,0
KelBillet,2009,FRA,,35000,RENNES,22 rue du sapeur Jouan,,0
Keldeal,2010,FRA,,13770,Venelles,24 Avenue de la Grande Begude,,0
Keldelice,,FRA,,75009,Paris,79 rue du Faubourg Poissonni?re,,0
kelDOM,2003,MTQ,,97232,LE LAMENTIN,Imm Les Paletuviers,ZI Lezarde,0
Kelkoo,,USA,,SW1E 5BH,London,6th Floor Portland House,,3000000.0
KellBenx,,USA,NY,11758,Massapequa,61 Alhambra Rd.,,2500000.0
Kelley Blue Book,,USA,CA,92618,Irvine,195 Technology ,,0
Kelley Communications Company,1988,USA,NV,89118-2280,Las Vegas,5625 Arville Street,Suite E,0
Kelley Drye & Warren,1836,USA,NY,10178-0002,New York,101 Park Avenue,,0
Kelley Green Biofuel,2008,USA,MO,63118,St. Louis,3500 Lemp Ave. ,bldg. 3,0
Kelly Moore Paints,1946,USA,CA,94070,San Carlos,987 Commercial Street,,0
Kellyco Metal Detectors,1953,USA,FL,32708,Winter Springs,1085 Belle Avenue,,0
Kelway,,GBR,,E16 2QU,London,Building 1000,Dockside Road,9690000.0
Kembrel,,USA,PA,19104,Philadelphia,3733 Spruce St,Suite 442,0
Kenan Systems,1982,USA,MA,02142,Cambridge,One Main Street,,0
Kenati Technologies,1999,USA,CA,95008,Campbell,51 East Campbell Avenue,Suite 107-F,0
Kenet,2002,USA,MA,01801,Woburn,300 Unicorn Park,,0
Kenet Works,2003,SWE,,16865,Bromma,B?llstav?gen 30,,0
Kenexa,1987,USA,PA,19087,Wayne,650 East Swedesford Road,2nd Floor,0
KennethWatt.com,2008,GBR,,,Aberdeen,,,0
KennstDuEinen,2007,DEU,,60487,Frankfurt,R?delheimer Landstra?e 75-85,,0
KenQuest medical,1988,USA,NV,89011,Henderson,411 Mark Leany,Suite 110,0
Kenriche Technologies,2006,IND,,600023,Chennai,10 Parthasarathy Street,Ayanavaram,0
Kensei Media,2007,GBR,,LS2 9EN,Leeds,148 Woodhouse Lane,,0
Kensey Nash Corporation,,USA,PA,19341,Exton,735 Pennsylvania Drive,,0
Kenshoo,2006,ISR,,,Tel Aviv,6 Habarzel Street,Building B,0
Kensington Leasing,2008,USA,CA,92373,Redlands,646 West Highland Avenue,,0
Kent House,2002,GBR,,ST5 5NB,Keele,Innovation Centre,University Science Park,0
Kentico,2004,USA,NH,03063,Nashua,"379 Amherst St, #375 ",,0
Kentucky Science and Technology corp.,1987,USA,KY,40588-1049,Lexington,200 West Vine Street,Suite 420,0
Kenzei,2008,USA,CA,94107,San Francisco,795 Folsom St,first floor,0
Keon Solutions,2009,IND,,411016,Pune,S.B. Road,"2nd Flr, Sunrise Aptt",0
Kepion,2009,USA,WA,98101,Seattle,819 Virginia St.,#3305,0
Kepware Technologies,,USA,ME,04101,Portland,400 Congress Street,3rd Floor,500000.0
Ker Communications,,USA,PA,15236,Pittsburgh,,,0
Keraderm,,USA,VA,,Blacksburg,,,2500000.0
KeralaListings,2007,IND,,680005,"Thrissur, Kerala",East fort P.O.,,0
Kerchoonz,2008,GBR,,DD5 1AJ,"Broughty Ferry, Dundee","Spalding House,",90-92 Queen Street,0
Kerdock Consulting,,USA,TX,,Houston,,,0
Kerio Technologies,1997,USA,CA,95113,San Jose,"111 W. Saint John Street, Suite 1100",,0
Kerlink,,FRA,,35700 ,Rennes,"Immeuble Germanium, 80 Avenue des Buttes de Co?smes",,1010000.0
Kerosene and a match,,USA,CA,92672,San Clemente,300 Ave. de Las Palmeras,,0
Kerpoof,2006,USA,CO,80302,Boulder,,,0
Kerry Group,1996,USA,,63127,Saint Louis,10805 Sunset Office Drive,Suite 415,0
Ketera,,USA,CA,95128 ,San Jose,"3055 Olin Avenue, Suite 2200",,14000000.0
Kewego,2003,FRA,,75017,Paris,"111, rue Cardinet",,19400000.0
KEXINO,2008,FRA,,67370,Pfettisheim,1a Rue des Roses,,0
Key Administrative Associates,2007,USA,IL,60601,Chicago,180 N. Stetson Street,,0
Key Information Systems,1995,USA,CA,91367,Woodland Hills,21700 Oxnard Street,Suite 250 ,0
Key Surgical,1988,USA,MN,55344,Eden Prairie,8101 Wallace Road,,0
Key Valve Technologies,1998,PRK,,425-110,Ansan City,"Mechatronic Complex, 4Ba-702Ho","Shihwa-Kondan 730-1, Seonggok-Dong",0
Keybroker,,SWE,,SE-111 44,Stockholm,Jakobsbergsgatan 16,,4760000.0
Keychain Logic,,USA,CA,94526,Danville,39 Amesbury Court,,0
KeyEye Communications,2001,USA,CA,95827,Sacramento,9785 Goethe Road,,0
KeyFruit,2009,TUR,,34726,Istanbul,Bagdat Street 167/B ,4th Floor Selamicesme ,0
Keyhole,,USA,CA,,,,,0
KeyLabs,1996,USA,UT,84042,Lindon,385 South 520 West ,,0
KeyLemon,2008,CHE,,1920,Martigny,Rue Marconi 19,,0
Keylex Internet Solutions,,USA,NJ,07666,Teaneck,145 Ayers Ct,,0
KeyLimeTie,2007,USA,IL,60515,Downers Grove,3010 Highland Parkway,Suite 500,0
KeyMetric,2007,USA,WA,98104,Seattle,800 Fifth Avenue,Suite #101377,0
KeyMRO,2001,FRA,,92659,,18 quai du Point du Jour Cedex,Boulogne Billancourt,0
Keynetik,,USA,VA,22033,Fairfax,11781 Lee Jackson Hwy,Suite 380,0
Keynoir,2010,GBR,,,London,,,1740000.0
Keynote Systems,1995,USA,CA,94404,San Mateo,777 Mariners Island Boulevard,,0
KeyOn Communications Holdings,2002,USA,NE,68164,Omaha,11742 Stonegate Circle,,0
Keyone Productions,2006,GBR,,WR4 0DJ,Worcester,Keyone Productions,4 Pinkus Close,0
Keypoint-Berlin,2009,DEU,,10781,Berlin,Luitpoldstra?e 3,,0
Keys Group Holdings,2001,USA,TN,37203,Nashville,3401 West End Avenue ,Suite 400 ,0
KeyStone Learning Systems,1991,USA,MD,21703,Frederick,5300 Westview Drive,Suite 405,0
Keystone Technology,2006,JPN,,231-0011,Kanagawa-ken,"Meiwa Bldg. 2F, 5-68-5 Ohta-machi","Naka-ku, Yokohama-shi",1100.0
KeyStream,2004,USA,CA,94041,Mountain View,"236 Castro St, Ste 203",,0
KeyVision,2007,ITA,,20052,Monza (MI),Via Nino Bixio 1,,0
KeywordEnvy,2007,CAN,,M5V 1C8,Toronto,168A Niagara St,,0
kgb,,USA,NY,10065,New York,655 Madison Avenue,,0
kgbpeople,2010,GBR,,CF23 8RD,Cardiff,Malthouse Avenue,Cardiff Gate Business Park,0
KGM,2009,CSS,,11090,Belgrade,"Petra Konjovi?a 12v, lok. 48",,0
Kha Creation Pvt. Ltd.,2008,IND,,,Mumbai,,,0
Khipu Systems,,NZL,,3216,Hamilton,"Innovation Park, Ruakura Lane, Ruakura Road",,786000.0
Khojguru,2008,IND,,,,,,0
Khronos Group,2000,USA,OR,97006,Beaverton,15500 SW Jay Street #45043,,0
Khush,2009,USA,GA,,Atlanta,,,120000.0
ki work,2003,GBR,,IV12 5PR,Nairn,Dower house,Lethen,0
Kiala,2000,BEL,,1050,,Avenue Louise ,149b28,0
"Kibboko, Inc.",2008,CAN,,ON M6G 1A5,Toronto,489 College Street,Suite 508,2500000.0
Kiboo,2006,BEL,,1180,Bruxelles,127F rue de Percke,,0
Kiboo.com,2007,USA,NY,,New York,,,0
KickApps,2004,USA,NY,10011,New York,26 W 17th Street,2nd Floor,18000000.0
Kickback,2009,NOR,,0181,Oslo,Youngstorget 4,,0
Kickball Labs,2007,USA,CA,94304,Palo Alto,2450 El Camino Real,,2200000.0
Kickfire,2006,USA,CA,95054,Santa Clara,2055 Laurelwood Road,Suite 150,20000000.0
KickFour Interactive,,USA,MA,,Cambridge,,,0
Kicknote.com,2008,USA,,,,,,0
Kickplay,2007,USA,FL,34113,Naples,,,0
Kickstand,2010,USA,DC,20036,Washington,"1301 Connecticut Ave, Ste 250",,0
Kickstarter,2009,USA,NY,10002,New York,155 Rivington St,,10000000.0
Kicktag,,USA,CA,94107,san francisco,665 3rd,Suite 150,2100000.0
Kid Care Years,2008,USA,TX,77002,Houston,1200 Smith St,Suite 1600 ,0
KID-FIT,1994,USA,CA,91006,Arcadia,40 E. Live Oak Ave.,,0
Kidaro,,USA,WA,98052,Redmond,1 Microsoft Way,,14020000.0
KidCheck,2008,USA,ID,83713,Boise,11554 W. President Dr.,,0
KIDdata,,ANT,,,Curacao,Cas Coraweg 123-A,,0
kiddydeals/kiddymom,2011,USA,CA,,Los Angeles,,,0
Kidmondo,2008,USA,NY,,New York,,,0
Kidos,,USA,NY,10021,New York,"355 E. 72nd St., Suite 4E",,200000.0
KidPub Press,1995,USA,MA,02761,North Attleboro,PO Box 724,,0
Kids N Caboodle,2009,USA,NV,89074,Henderson,2905 Aztec Lily Lane,,0
KidsCamps.com,1995,USA,CA,90245,El Segundo,909 N. Sepulveda Blvd,10th Floor,0
KidStart,2007,GBR,,SW6 7EJ,London,Riverbank House,1 Putney Bridge Approach,0
KidSwirl,2009,USA,CA,,Auburn,,,0
kidthing,2005,USA,CA,90013,Los Angeles,701 E. 3rd Street,Suite 315,3000000.0
Kidzmet,2010,USA,CA,93067,Summerland,PO Box 1478,,0
KidZui,,USA,CA,92106,San Diego,2448 Historic Decatur Road,Suite 105,14000000.0
Kieon,2005,GBR,,WC2E 9AR,London,7 Garrick Street,,0
Kiev Law-Patent Firm ?IPROCON?,2007,UKR,,01133  ,Kiev,"Ukraine, Kiev, 01133  P.O. Box 172",,0
Kigo,2007,FRA,,75003,Paris,184 Rue Saint Martin,,0
Kiha Software,2008,USA,WA,98104,Seattle,100 South King Street ,Suite 320,20000000.0
Kiiosk,2008,USA,NY,10280,New York,,,0
Kiip,2010,USA,CA,,San Francisco,,,4300000.0
Kiiro,2009,CAN,,T5J 2W4,Edmonton,"#200, 10310 Jasper Ave",,0
Kijubi,2009,USA,CA,92651,Laguna Beach,,,265000.0
Kik Interactive,2009,CAN,,N2L 6R5,Waterloo,295 Hagey Blvd,,8000000.0
Kika Marketing & Communications Inc,,CAN,,V6Z 1L4,Vancouver,Unit 306-1067 Granville Street,,0
Kikabink,2006,AUS,,3194,Mentone,PO Box 406,,0
kikin,2008,USA,NY,,New York,,,0
Kikini,2009,USA,CA,92101,San Diego,,,0
Kikucall,,USA,NY,10013,New York,"391 Broadway, 5th Floor",,0
Kilimanjaro Energy,2004,USA,WI,53186,Waukesha,20875 Crossroads Circle,Suite 100,0
Killer Beaver,2010,USA,CA,90064,Los Angeles,2209 Federal Ave,,0
Killer Guides,2006,BRA,,04063-004,Sao Paolo,"Av. Indianapolis, 419",,0
Killer Web Directory,2006,GBR,,LA1 5NL,Lancaser,22 Bay View Court,Station Road,0
Kilopass,,USA,CA,95054,Santa Clara,3333 Octavius Drive,,34450000.0
Kilpatrick Stockton,1997,USA,GA,30309-4530,Atlanta,1100 Peachtree Street,Suite 2800,0
Kilrush Digital ,2009,GBR,,SE1 7NX,London,The Tower Building,11 York Road,0
KILTR,2010,GBR,,EH54 7GA,"Livingston, Scotland","Suite 1.03, Alba Innovation Centre",Alba Campus,0
Kimengi,2008,NLD,,1016DS,Amsterdam,Keizersgracht 203,,0
Kinal Corp,2005,USA,FL,32835,Orlando,8815 Conroy Windermere Road,#407,0
Kinamik Data Integrity,2005,ESP,,08007,Barcelona,"Diputacio 238,",Atic 5,1580000.0
KINAMU Business Solutions,2007,AUT,,2320,Schwechat,Concorde Business Park 2,F12,5460000.0
KINAXO Biotechnologies,,DEU,,D-82152,Martinsried,Am Klopferspitz 19a,,0
KindCoins,2010,USA,CA,94105,San Francisco,"118 2nd Street, 2nd Floor",,0
Kindersay,,AUS,,6153,Canning Bridge,P.O Box 964,Canning Bridge,0
Kindo Network,2007,GBR,,SW6 3JD,London,"riverbank house, office 212",,0
kinDragon,2010,USA,FL,34243,Sarasota,,,0
KineMed,1999,USA,CA,94608,Emeryville,5980 Horton Street,Suite 400,15000000.0
Kineta,2007,USA,WA,98109,Seattle,307 Westlake Ave North,Suite 200,942455.0
Kinetic Concepts,1976,USA,TX,78230,San Antonio,8023 Vantage Drive,,0
Kinetic Data,1998,USA,MN,55101,St. Paul,235 East Sixth St.,Suite 400B,0
Kinetic Fin Marketing,2008,USA,NY,10507,Bedford Hills,35 Adams St,,0
Kinetic Information Systems ,2000,AUS,,2293,Wickham,1/27 Annie Street,,0
KineticaRT Limited,2003,GBR,,EX4 4RN,Exeter,The Innovation Centre,Rennes Drive,0
KinetiCast,2007,USA,NY,12051 ,Coxsackie,270 Mansion Street,,0
Kinetix,1990,USA,GA,30328,Atlanta,1200 Abernathy Road N.E.,"Building 600, Suite 175",0
Kineto Wireless,2001,USA,CA,95035,Milpitas,1601 McCarthy Blvd.,,27500000.0
Kinex Pharmaceuticals,,USA,NY,14203,Buffalo,701 Ellicott Street,,0
King & Wood PRC Lawyers,1993,CHN,,,Beijing,,,0
King Foo,2010,BEL,,3200,Aarschot,Nieuwlandlaan 16 B135,,0
King Pharmaceuticals,,USA,TN,37620,Bristol,501 Fifth Street,,0
King World Productions,1964,USA,CA,90404,Santa Monica,2401 Colorado Avenue,Suite 110,0
King.com,2003,GBR,,,London,,,43000000.0
